student_id,first_name,last_name,dob,district_id,grade,is_injected_duplicate,duplicate_of
946785351,Sebastian,Lewis,2010-02-24,D100030,10,False,
982774453,Michael,Anderson,2010-01-23,D100023,10,False,
730862180,Eathan,Perez,2015-11-08,D100030,6,True,975270210
993541157,Riley,Lee,2013-06-07,D100045,8,False,
992219661,Ava,Smith,2012-03-13,D100047,8,False,
977439995,Olivia,Perez,2019-07-08,D100030,2,False,
962488645,David,Wilson,2017-06-23,D100032,4,False,
914046886,Scarlett,Hernandez,2020-03-02,D100034,1,False,
974561359,Evelyn,Harris,2019-08-10,D100038,2,False,
979004156,Benjamin,Lewis,2018-09-20,D100030,3,False,
998836488,Matthew,Rodriguez,2013-04-14,D100036,8,False,
978859136,Mason,Martin,2010-04-08,D100036,11,False,
983505929,Emily,Lopez,2019-02-11,D100032,1,False,
962741667,Lily,Ramirez,2010-04-23,D100005,10,False,
907816747,Scarlett,Anderson,2020-08-12,D100056,1,False,
968444588,Scarlett,Robinson,2013-07-25,D100045,8,False,
991365979,Ava,Martinez,2012-12-02,D100006,8,False,
930443723,Benjamin,Hernandez,2013-07-15,D100043,7,False,
985823395,Evelyn,White,2014-02-07,D100023,6,False,
948019555,Harper,Taylor,2014-02-26,D100036,7,False,
927735816,James,Rodriguez,2010-02-02,D100038,10,False,
903826203,Daniel,Davis,2011-03-21,D100015,10,False,
949460418,Grace,Johnson,2010-10-20,D100015,11,False,
959783141,Zoey,Rodriguez,2010-12-07,D100027,10,False,
966037352,Emily,Robinson,2019-10-13,D100024,1,False,
924218160,Evelyn,Robinson,2014-02-08,D100030,7,False,
914543421,Carter,Miller,2019-10-24,D100015,2,False,
949138602,Matthew,Martin,2021-05-26,D100041,0,False,
989595079,Grace,Garcia,2021-08-26,D100045,0,False,
990193650,Layla,Jackson,2008-07-04,D100030,12,False,
995511905,Layla,Lopez,2014-12-17,D100030,6,False,
949901646,Isabella,Gonzalez,2015-07-06,D100045,6,False,
915957775,Abigail,Harris,2019-05-21,D100023,2,False,
965475209,Lucas,Anderson,2021-05-06,D100030,0,False,
950195677,Isabella,White,2019-11-02,D100032,1,False,
977438409,Lily,Jones,2015-07-03,D100055,5,False,
954632036,Evelyn,Perez,2014-02-17,D100027,7,False,
982430117,Alexander,Hernandez,2018-03-01,D100030,3,False,
937177771,Riley,Rodriguez,2018-03-05,D100032,3,False,
942725695,Ella,Johnson,2020-08-22,D100030,1,False,
994162199,Ava,Gonzalez,2016-12-15,D100057,5,False,
935634579,Ella,White,2008-11-14,D100032,12,False,
925235369,Elijah,Williams,2008-12-11,D100015,12,False,
944751781,Ethan,Anderson,2013-02-13,D100043,8,False,
968490410,David,Lopez,2008-05-04,D100060,12,False,
992269164,Sophia,Lopez,2009-01-16,D100001,11,False,
989117844,Chloe,Anderson,2014-12-12,D100024,7,False,
929271016,Logan,Miller,2019-12-25,D100032,1,False,
928554249,Scarlett,Miller,2016-09-15,D100027,5,False,
999631223,Abigail,Miller,2012-06-27,D100030,9,False,
902046003,Evelyn,Gonzalez,2016-01-13,D100024,5,False,
948595298,Mason,Johnson,2014-01-10,D100015,6,False,
933250414,Riley,Hernandez,2019-12-07,D100030,1,False,
974051505,Harper,Jones,2017-04-05,D100035,4,False,
954958127,Matthew,Martin,2021-07-09,D100060,0,False,
996595335,Michael,Lee,2021-07-25,D100004,0,False,
956173790,Ethan,Gonzalez,2014-08-14,D100052,6,False,
998069324,Wyatt,Anderson,2014-09-17,D100030,7,False,
924603792,Lucas,Brown,2011-12-01,D100033,9,False,
945272705,Layla,Sanchez,2013-10-07,D100004,8,False,
919545583,Wyatt,Rodriguez,2021-02-11,D100030,0,False,
949985634,Liam,Gonzalez,2016-04-06,D100034,5,False,
938058385,Ella,Hernandez,2016-05-20,D100036,5,False,
901845963,Wyatt,Martin,2013-11-09,D100032,7,False,
968560278,Logan,Lopez,2015-11-08,D100039,6,False,
965863508,Harper,Sanchez,2015-07-27,D100027,6,False,
929678108,Nora,Moore,2016-12-19,D100030,4,False,
741934286,Graec,Hernandez,2015-01-27,D100032,5,True,934694915
947978486,James,Davis,2015-06-19,D100032,6,False,
993609519,Abigail,Clark,2017-08-25,D100050,3,False,
754870934,Michael,Lopez,2017-07-12,D100006,4,True,964160406
940418343,Jackson,Brown,2010-06-07,D100048,11,False,
988447958,Layla,Anderson,2011-04-27,D100007,10,False,
979267177,Riley,Robinson,2011-10-19,D100052,10,False,
905285120,Mason,Thomas,2021-06-07,D100027,0,False,
980561322,Noah,Johnson,2018-02-18,D100007,3,False,
928236997,Jacob,Clark,2013-10-07,D100025,8,False,
976053913,Ava,Lopez,2018-04-26,D100025,2,False,
929798126,Carter,Wilson,2016-05-17,D100030,4,False,
702268117,Emliy,Hernandez,2012-05-17,D100039,8,True,928661752
954748199,Carter,Jackson,2011-09-13,D100015,10,False,
906611666,Ella,Garcia,2020-05-10,D100045,1,False,
969332441,Sebastian,Martin,2014-07-21,D100023,6,False,
952138966,Emily,Lee,2020-06-24,D100030,0,False,
932759349,Ella,Ramirez,2015-08-07,D100051,5,False,
920343541,Henry,White,2016-11-05,D100023,4,False,
989836471,Sebastian,Clark,2009-02-12,D100039,11,False,
956501520,Elijah,Thompson,2017-11-20,D100036,4,False,
931972655,Ethan,Taylor,2015-11-15,D100027,5,False,
917826714,Isabella,Clark,2016-01-19,D100052,4,False,
904672188,Sebastian,Ramirez,2014-03-09,D100052,6,False,
939849023,Evelyn,Sanchez,2014-09-13,D100011,7,False,
970843011,Ella,Gonzalez,2008-10-03,D100015,12,False,
997278971,Evelyn,Jones,2018-08-04,D100004,2,False,
954029310,Daniel,Sanchez,2012-03-04,D100030,9,False,
996172957,Mason,Robinson,2011-03-13,D100036,9,False,
932853107,Riley,Lewis,2013-12-22,D100033,7,False,
980796307,Ella,White,2019-04-01,D100047,2,False,
985469451,Carter,Moore,2013-04-13,D100030,7,False,
959896310,Zoey,Martinez,2013-06-24,D100045,7,False,
999151101,Michael,Jackson,2010-08-08,D100004,11,False,
952029136,Michael,Clark,2019-06-22,D100030,2,False,
963212624,Layla,Smith,2013-04-15,D100036,8,False,
922071131,Harper,Davis,2011-02-19,D100027,10,False,
792387249,Layla,Harrsi,2015-09-20,D100039,6,True,915644503
982421125,Daniel,Brown,2017-08-27,D100015,4,False,
904391765,Liam,Lewis,2016-02-12,D100033,4,False,
930883361,David,Rodriguez,2018-01-22,D100030,3,False,
998368438,Benjamin,Martin,2016-07-23,D100015,5,False,
921900699,Logan,Clark,2011-04-02,D100030,10,False,
913610126,Alexander,Gonzalez,2020-01-08,D100038,1,False,
929696282,Harper,Miller,2010-02-24,D100027,10,False,
924060092,Layla,White,2018-10-20,D100036,2,False,
785843242,Elal,Thompson,2021-07-16,D100030,0,True,972795975
934007049,Riley,Clark,2018-09-15,D100030,2,False,
950014384,Riley,Lopez,2017-10-02,D100030,3,False,
939345777,Abigail,Lopez,2019-05-09,D100033,2,False,
902759580,Nora,Thomas,2010-05-14,D100010,11,False,
968432512,Henry,Johnson,2012-09-27,D100015,8,False,
775921163,Alexander,Robinson,2008-01-11,D100060,12,True,952063021
718990161,Daniel,Brown,2016-10-20,D100040,5,True,999665333
933967104,Riley,Smith,2018-12-20,D100038,3,False,
972227657,Mason,Martinez,2011-10-25,D100056,9,False,
781814623,Daniel,Tyalor,2013-09-14,D100023,7,True,952024591
912799329,Sebastian,Wilson,2020-10-14,D100023,0,False,
922231211,Sophia,Moore,2011-09-18,D100030,10,False,
998219432,Benjamin,Clark,2017-08-06,D100045,3,False,
984864105,Mia,Rodriguez,2016-02-26,D100052,4,False,
950414360,Evelyn,Miller,2011-10-15,D100015,9,False,
900361963,Evelyn,Hernandez,2015-09-24,D100038,5,False,
982480994,David,Jones,2018-08-23,D100004,3,False,
924974717,Riley,Garcia,2015-12-20,D100030,6,False,
974556357,Jackson,Williams,2011-12-23,D100032,9,False,
901461751,Amelia,Rodriguez,2011-07-07,D100030,10,False,
966118743,Layla,Lewis,2020-08-09,D100034,1,False,
924845574,Ava,Harris,2017-03-24,D100041,3,False,
908473630,Harper,Davis,2014-11-02,D100039,6,False,
956489510,Evelyn,Miller,2018-08-09,D100027,2,False,
974582697,Zoey,Jackson,2015-09-16,D100003,5,False,
909414132,Alexander,Thomas,2015-11-18,D100004,5,False,
958985420,Henry,Lewis,2011-09-09,D100047,10,False,
996562094,David,Rodriguez,2015-11-19,D100049,5,False,
921129793,Matthew,Thomas,2009-01-08,D100036,11,False,
982615879,Henry,Martin,2019-11-10,D100027,2,False,
928438949,Layla,Jackson,2009-03-21,D100027,12,False,
968879834,Layla,Hernandez,2020-07-01,D100036,1,False,
948739749,Ethan,Lee,2012-05-07,D100045,9,False,
975042956,Carter,Jones,2017-09-26,D100060,3,False,
976729947,Nora,Taylor,2012-04-24,D100027,8,False,
974413674,Wyatt,Perez,2021-01-21,D100023,0,False,
909635062,Sophia,Wilson,2012-06-09,D100045,9,False,
969725341,Ava,Williams,2012-06-21,D100015,9,False,
983239084,Liam,Lee,2016-07-24,D100027,5,False,
938500091,Logan,Hernandez,2013-09-22,D100025,8,False,
990746232,Sebastian,Rodriguez,2014-10-21,D100048,6,False,
998976136,Benjamin,Sanchez,2014-04-03,D100007,6,False,
959159243,Daniel,Robinson,2009-11-19,D100059,11,False,
920574116,Michael,Robinson,2016-03-02,D100059,4,False,
949644518,Abigail,Lopez,2015-07-09,D100032,6,False,
914027084,Evelyn,Brown,2019-02-12,D100048,1,False,
940543392,Elijah,Martin,2014-07-02,D100030,6,False,
993289010,Evelyn,Perez,2019-03-08,D100027,1,False,
959014138,Sebastian,Ramirez,2021-07-16,D100013,0,False,
956890891,Amelia,Gonzalez,2015-11-26,D100048,6,False,
971174379,Henry,White,2020-07-10,D100024,1,False,
951349197,Michael,Anderson,2012-03-20,D100024,9,False,
952949756,David,Sanchez,2019-12-13,D100057,1,False,
979797300,Jackson,Anderson,2020-04-11,D100001,0,False,
941687130,Matthew,Hernandez,2009-01-08,D100060,12,False,
924813960,Amelia,Williams,2010-12-02,D100027,11,False,
946153535,Noah,White,2011-08-04,D100056,10,False,
902882174,Emily,Lopez,2011-08-04,D100057,9,False,
973914996,Mia,Lewis,2015-12-07,D100006,5,False,
995996124,Zoey,Rodriguez,2008-04-25,D100032,12,False,
959908248,Henry,Ramirez,2019-08-16,D100045,2,False,
926356996,Michael,White,2009-07-25,D100005,11,False,
917862601,James,Brown,2014-07-03,D100033,6,False,
918240172,Noah,Jackson,2020-09-25,D100034,0,False,
974773062,Benjamin,Moore,2020-06-08,D100041,1,False,
978607370,Ethan,Moore,2018-02-26,D100015,2,False,
926087535,Evelyn,Lopez,2012-07-27,D100007,9,False,
962575917,Logan,Johnson,2021-11-18,D100004,0,False,
907348764,James,Lopez,2014-08-16,D100023,6,False,
959922766,Benjamin,Garcia,2018-03-18,D100036,2,False,
987392916,James,Jackson,2015-04-17,D100054,5,False,
941979915,Ella,Harris,2009-11-17,D100006,11,False,
949305866,Alexander,Robinson,2019-11-12,D100030,2,False,
911841517,Harper,Gonzalez,2020-05-18,D100035,1,False,
978766187,Noah,Martinez,2018-09-23,D100041,3,False,
929155330,Sebastian,Jackson,2014-05-15,D100045,7,False,
918255189,Olivia,Robinson,2010-02-10,D100036,11,False,
974607124,Jacob,Jones,2013-02-26,D100034,7,False,
974795193,Harper,Lee,2018-12-25,D100011,3,False,
956397953,Olivia,Smith,2012-04-13,D100013,9,False,
987542063,Jackson,Garcia,2009-09-01,D100030,11,False,
996297786,Ava,Martinez,2009-04-24,D100032,11,False,
905976073,David,Lopez,2008-10-04,D100002,12,False,
913834540,Noah,Thompson,2010-02-05,D100030,10,False,
992043248,Isabella,White,2021-03-04,D100027,0,False,
910814276,Zoey,Smith,2021-09-01,D100030,0,False,
982992011,James,Lopez,2014-06-10,D100030,6,False,
988540264,Jacob,Johnson,2011-11-01,D100045,10,False,
953055804,Abigail,Jones,2021-04-05,D100056,0,False,
703865758,Liv,Jackson,2009-03-11,D100045,12,True,925536730
987744845,Carter,Ramirez,2016-04-12,D100041,5,False,
994026728,Sebastian,Robinson,2017-03-14,D100048,4,False,
961917051,Riley,Lewis,2020-10-13,D100052,0,False,
913143456,Scarlett,Smith,2016-06-16,D100053,5,False,
931479709,Emily,Clark,2008-01-22,D100030,12,False,
983024316,Emily,Jackson,2017-05-04,D100007,4,False,
759845829,Scarlett,Whiet,2012-04-22,D100045,8,True,943866322
955135808,Michael,Ramirez,2021-08-21,D100027,0,False,
972500161,Logan,Gonzalez,2013-03-11,D100030,8,False,
955855180,Alexander,Wilson,2014-10-23,D100045,7,False,
976794853,Henry,Robinson,2015-10-01,D100045,5,False,
958022594,Emma,Thompson,2019-05-25,D100030,2,False,
922645153,Emily,Thompson,2014-07-05,D100007,7,False,
900496882,Michael,Clark,2020-02-27,D100056,1,False,
930435276,Henry,Harris,2020-01-11,D100030,1,False,
962035780,Jacob,Martinez,2016-05-26,D100025,4,False,
966478448,Elijah,Thompson,2016-07-03,D100060,4,False,
986857211,Mia,Williams,2011-10-06,D100001,9,False,
993650088,Riley,Garcia,2010-07-19,D100030,10,False,
959733244,Amelia,Robinson,2020-11-01,D100032,0,False,
933358583,Emily,Clark,2010-12-12,D100036,11,False,
911765829,Wyatt,Thompson,2012-07-22,D100030,8,False,
965081310,Carter,Brown,2013-08-14,D100030,8,False,
962737543,Isabella,Jackson,2018-03-27,D100032,3,False,
942302275,Olivia,Martinez,2010-05-11,D100015,10,False,
924613506,Nora,Perez,2009-06-22,D100038,11,False,
945398708,Jacob,Gonzalez,2019-10-13,D100045,2,False,
974449271,Emily,Gonzalez,2012-10-18,D100036,9,False,
907050697,Layla,Ramirez,2014-11-10,D100030,6,False,
943866322,Scarlett,White,2012-04-22,D100045,8,False,
994870680,Emily,Gonzalez,2016-09-12,D100030,5,False,
952353279,Jackson,Sanchez,2012-05-18,D100023,9,False,
947562159,Liam,Thomas,2011-09-26,D100033,9,False,
996712200,Evelyn,White,2011-05-17,D100030,10,False,
741941583,Izabella,Lee,2018-03-13,D100019,2,True,943848133
995054084,Evelyn,Thompson,2013-04-03,D100030,8,False,
944591869,Harper,Lewis,2011-07-09,D100007,9,False,
902483151,Noah,Lee,2016-04-23,D100025,4,False,
984405551,Michael,Lewis,2019-02-21,D100032,2,False,
912062342,David,Lee,2017-01-05,D100015,4,False,
906704578,Lucas,Anderson,2017-01-06,D100024,4,False,
937853567,Olivia,Williams,2019-04-03,D100030,2,False,
935131911,Riley,Robinson,2010-02-01,D100041,10,False,
924672062,Jacob,Williams,2014-08-11,D100036,7,False,
949826044,Benjamin,Gonzalez,2014-06-18,D100045,7,False,
983646683,Lily,Taylor,2009-09-08,D100001,11,False,
948518459,Ethan,Anderson,2017-05-04,D100030,3,False,
998134408,Jackson,Martinez,2011-09-19,D100015,10,False,
934907464,Carter,Sanchez,2018-03-19,D100034,3,False,
953883342,Amelia,Rodriguez,2016-02-01,D100015,4,False,
987055731,Isabella,Brown,2020-09-07,D100023,0,False,
921257757,Mia,Martinez,2009-10-07,D100041,11,False,
907349835,Emily,Sanchez,2017-03-05,D100049,3,False,
718253864,Logen,Hernandez,2013-09-22,D100025,8,True,938500091
965179851,Olivia,Rodriguez,2018-05-26,D100039,2,False,
958647540,Evelyn,Garcia,2018-12-27,D100027,2,False,
916415102,Henry,Garcia,2014-07-18,D100032,7,False,
771928942,James,Thomas,2015-06-22,D100045,5,True,986963092
967714828,Zoey,Hernandez,2021-07-03,D100032,0,False,
970412868,David,White,2017-04-27,D100039,4,False,
962047693,Matthew,Wilson,2020-03-26,D100034,0,False,
985038272,Benjamin,Martin,2008-05-22,D100007,12,False,
971659930,Chloe,Sanchez,2018-04-26,D100039,2,False,
907340651,Riley,Lewis,2013-04-12,D100024,7,False,
921441778,Layla,Williams,2016-05-01,D100023,4,False,
936982899,Chloe,Johnson,2015-09-21,D100015,6,False,
987118114,Olivia,Lewis,2016-06-23,D100038,4,False,
956033675,Emily,Clark,2017-09-13,D100024,4,False,
992555208,Chloe,Martin,2019-11-15,D100045,2,False,
919964325,David,White,2011-07-05,D100032,9,False,
973746332,Amelia,Anderson,2014-11-18,D100004,6,False,
928462616,Emma,Johnson,2008-10-19,D100004,12,False,
903860492,Benjamin,Lee,2014-07-27,D100032,6,False,
940416146,Grace,Sanchez,2012-02-11,D100049,8,False,
929670060,Liam,Harris,2014-01-19,D100024,6,False,
986370300,Lily,Sanchez,2011-11-13,D100030,9,False,
975063030,Wyatt,Miller,2016-08-07,D100030,5,False,
777894782,Clhoe,Clark,2008-10-16,D100032,12,True,998311703
978406323,Nora,Sanchez,2017-09-19,D100030,4,False,
901066897,Wyatt,Garcia,2014-06-27,D100052,7,False,
938685942,Mason,Moore,2015-06-20,D100060,5,False,
999488767,Jacob,Williams,2009-06-15,D100024,12,False,
729768627,Leo,Anderson,2018-11-21,D100060,3,True,951080697
955121869,Riley,Martin,2011-04-17,D100048,9,False,
928303167,Elijah,Taylor,2009-08-16,D100034,12,False,
734674569,Layla,White,2014-11-25,D100030,6,True,901604117
984900220,Nora,Clark,2017-11-22,D100026,3,False,
983679417,Chloe,Hernandez,2010-03-17,D100011,11,False,
906040220,David,Lopez,2021-08-03,D100004,0,False,
941370102,David,Williams,2017-03-23,D100059,4,False,
920158906,Chloe,Smith,2010-01-24,D100027,10,False,
917830987,Lucas,Rodriguez,2012-03-17,D100034,8,False,
988494340,Carter,Martin,2010-07-22,D100019,10,False,
931270792,Logan,Garcia,2014-11-18,D100036,6,False,
958231970,Sebastian,Hernandez,2011-06-21,D100030,10,False,
757251023,Liam,Sanchez,2017-07-13,D100030,3,True,945504482
919423067,Nora,Martinez,2012-07-18,D100030,8,False,
965219617,Abigail,Lopez,2020-12-16,D100038,1,False,
985734740,James,Anderson,2013-03-07,D100030,8,False,
909688215,Lily,Thomas,2021-12-22,D100036,0,False,
910733747,Riley,Lewis,2010-09-10,D100041,11,False,
992807412,Emma,Perez,2018-06-04,D100036,3,False,
921220756,Chloe,Jackson,2016-12-15,D100041,4,False,
917337002,Logan,Johnson,2010-01-10,D100030,11,False,
916799118,Liam,Jones,2018-06-08,D100004,3,False,
927448159,Mason,Lee,2010-08-22,D100045,11,False,
940098917,Zoey,Taylor,2018-01-04,D100030,3,False,
732450513,Jackson,Robinson,2017-03-07,D100030,3,True,986321685
902670482,Lily,Ramirez,2008-10-03,D100031,12,False,
987817077,Lily,Thomas,2012-08-25,D100030,8,False,
923107904,Layla,Thomas,2018-11-04,D100052,3,False,
979441444,Ethan,Jones,2009-04-06,D100005,12,False,
973722727,Ella,Davis,2012-12-23,D100045,9,False,
961402330,Liam,Brown,2016-08-04,D100056,5,False,
995810003,Jackson,Clark,2020-06-27,D100059,0,False,
940530387,Ava,Smith,2009-02-06,D100024,11,False,
968389213,Ava,Brown,2014-10-19,D100041,7,False,
926858585,Jacob,Brown,2016-01-26,D100030,4,False,
991384147,Emma,White,2010-09-12,D100018,11,False,
999961457,Isabella,Johnson,2014-05-13,D100007,6,False,
959729224,Jackson,Johnson,2017-04-23,D100015,4,False,
925700139,Matthew,Robinson,2011-04-18,D100023,9,False,
988905033,Mia,Robinson,2009-12-26,D100057,11,False,
963507706,Daniel,Miller,2017-11-04,D100030,3,False,
931521477,Alexander,Wilson,2017-10-10,D100004,4,False,
975422944,Liam,Taylor,2019-02-22,D100030,1,False,
999362822,Alexander,Anderson,2014-04-19,D100060,6,False,
907867192,Emily,Jackson,2010-10-21,D100048,10,False,
924009474,Wyatt,Harris,2014-05-09,D100045,6,False,
996034812,Sebastian,Thomas,2012-09-08,D100033,9,False,
995877944,Amelia,Lewis,2011-08-16,D100027,10,False,
994682811,Riley,Anderson,2014-03-04,D100036,7,False,
981678851,Emily,Lopez,2010-05-20,D100030,11,False,
979653444,Mason,Lewis,2014-09-13,D100060,6,False,
978364583,Wyatt,Perez,2019-06-06,D100060,1,False,
972788306,Sophia,Harris,2009-09-05,D100015,11,False,
990309028,Lily,White,2008-01-05,D100027,12,False,
916814385,Zoey,Perez,2017-09-27,D100033,4,False,
924897665,Jackson,Rodriguez,2014-01-20,D100030,6,False,
902684115,Olivia,Gonzalez,2016-11-16,D100030,5,False,
998634389,Chloe,Davis,2010-04-18,D100030,10,False,
928590626,Evelyn,Lee,2018-09-20,D100049,2,False,
906742967,Daniel,Sanchez,2019-05-07,D100030,1,False,
950237753,Chloe,Taylor,2018-11-23,D100059,2,False,
953056857,Michael,Lewis,2008-09-15,D100030,12,False,
975054634,Isabella,Jones,2016-01-19,D100041,5,False,
981344943,Jacob,Davis,2013-06-11,D100038,8,False,
917813020,Jackson,Martin,2020-02-11,D100057,0,False,
965975389,Ella,Thomas,2014-08-24,D100029,6,False,
931322770,Elijah,Wilson,2011-04-06,D100024,10,False,
919088856,Riley,Jones,2011-11-26,D100011,9,False,
944750876,Ethan,Brown,2016-11-14,D100035,5,False,
987685029,Jacob,Perez,2014-10-02,D100030,7,False,
954246284,Layla,Gonzalez,2020-06-15,D100024,0,False,
900458324,Abigail,Miller,2016-03-17,D100015,4,False,
915439702,James,Wilson,2011-02-10,D100030,10,False,
951920615,Scarlett,Brown,2009-07-13,D100026,11,False,
919365119,Harper,Gonzalez,2011-02-10,D100059,10,False,
913272662,Mia,Harris,2013-05-15,D100033,7,False,
955413567,Carter,Davis,2016-09-21,D100027,4,False,
793439387,Oilvia,Davis,2013-10-07,D100056,8,True,977448156
933497089,Harper,Perez,2017-06-24,D100032,4,False,
901653908,Chloe,Garcia,2017-02-09,D100041,3,False,
954298047,Olivia,Rodriguez,2014-10-04,D100036,6,False,
918028363,Emily,Sanchez,2009-05-23,D100025,12,False,
969592897,Amelia,Hernandez,2018-12-12,D100045,2,False,
986892564,David,Miller,2019-06-14,D100011,1,False,
968371187,Evelyn,Thompson,2018-08-09,D100034,3,False,
997260416,James,Thomas,2012-06-01,D100045,9,False,
936479326,Evelyn,Taylor,2016-02-01,D100059,4,False,
977533773,Mia,Jackson,2011-09-09,D100047,10,False,
935684831,Layla,Davis,2011-11-27,D100057,10,False,
929244282,James,Garcia,2012-08-09,D100027,9,False,
965788974,Matthew,Wilson,2013-01-14,D100030,7,False,
967810595,Mason,Gonzalez,2011-08-01,D100056,9,False,
966525389,James,Jones,2012-04-08,D100045,9,False,
951439149,Olivia,Hernandez,2016-04-22,D100059,5,False,
976516184,Isabella,Hernandez,2012-01-12,D100016,9,False,
902709091,Sophia,Johnson,2016-01-12,D100030,4,False,
929725774,James,Martin,2008-04-26,D100039,12,False,
902971103,Liam,Martinez,2009-11-25,D100045,12,False,
983463579,Benjamin,Smith,2016-07-04,D100032,5,False,
984904033,Logan,Lee,2008-06-16,D100059,12,False,
958246705,Henry,Garcia,2020-04-11,D100030,1,False,
933550750,Abigail,Clark,2014-08-01,D100057,7,False,
965852152,Lucas,Johnson,2010-06-07,D100006,11,False,
927923142,Lily,Lewis,2018-01-05,D100052,2,False,
946245106,Daniel,Perez,2018-05-24,D100015,2,False,
950590970,Chloe,Perez,2019-09-04,D100045,2,False,
917276546,Harper,Johnson,2009-05-10,D100030,11,False,
960818086,Amelia,Perez,2015-07-20,D100024,5,False,
920329949,Zoey,Jones,2017-05-24,D100056,3,False,
903940610,Jackson,Garcia,2009-01-18,D100036,11,False,
994053755,Layla,Robinson,2014-06-08,D100030,6,False,
995935735,Matthew,Williams,2010-06-02,D100015,10,False,
938623711,Chloe,Clark,2021-05-12,D100027,0,False,
967089117,Mason,Williams,2018-12-23,D100060,3,False,
956389742,Ava,White,2012-01-21,D100034,8,False,
932267145,Evelyn,Ramirez,2020-04-15,D100036,1,False,
975744199,Ava,White,2015-08-19,D100050,5,False,
924390337,Michael,Gonzalez,2018-08-05,D100004,2,False,
947344797,Liam,Wilson,2011-11-14,D100016,10,False,
952400974,Sophia,White,2014-11-25,D100027,6,False,
986524568,Ella,Moore,2019-10-14,D100027,1,False,
976002813,Ava,Clark,2020-09-02,D100060,0,False,
991019677,Ella,Harris,2017-01-14,D100039,4,False,
965717078,Abigail,Lee,2016-09-24,D100023,5,False,
727336840,Chloe,Sancehz,2016-02-19,D100024,4,True,989209337
939206102,David,Davis,2013-11-11,D100032,7,False,
994548800,Michael,Williams,2020-06-14,D100052,1,False,
936149253,Matthew,Garcia,2008-08-10,D100033,12,False,
924207370,Amelia,Anderson,2014-08-18,D100027,7,False,
929575025,Amelia,Harris,2017-01-09,D100041,3,False,
901522193,Mia,Martin,2012-02-10,D100032,9,False,
950575209,Layla,Harris,2010-12-17,D100027,11,False,
